Zhlokhov_Dog_Siberia_USA_HgA4_9500	Zhlokov_Siberia_Russia_HgA4_9500
KU291068_SouthAfrica_Canis_lupus_familiaris	KU291068_South_Africa_Dog_HgA1f_8_0
KU291062_SouthAfrica_Canis_lupus_familiaris_isolate_867H	KU291062_South_Africa_Dog_HgB1_17_0
KU291060_SouthAfrica_Canis_lupus_familiaris_isolate_866H	KU291060_South_Africa_Dog_HgC2_8_0
KU291059_SouthAfrica_Canis_lupus_familiaris_isolate_865H	KU291059_South_Africa_Dog_HgC2_7_0
KU290990_Gambia_Canis_lupus_familiaris_isolate_813H	KU290990_Gambia_Dog_HgB1_41_0
KU290988_Gambia_Canis_lupus_familiaris	KU290988_Gambia_Dog_HgA1d1_1_0
KU290986_Gambia_Canis_lupus_familiaris	KU290986_Gambia_Dog_HgA1a1a_20_0
KU290971_79H_Brazil_Canis_lupus_familiaris	KU290971_Brazil_Dog_HgA1a1b_13_0
KU290968_SouthAfrica_Canis_lupus_familiaris_isolate_798H	KU290968_South_Africa_Dog_HgA1d1a1_2_0
KU290965_SouthAfrica_Canis_lupus_familiaris	KU290965_South_Africa_Dog_HgA1a1a_3_0
KU290963_SouthAfrica_Canis_lupus_familiaris_794H	KU290963_South_Africa_Dog_HgA2_1_0
KU290961_SouthAfrica_Canis_lupus_familiaris_793H	KU290961_South_Africa_Dog_HgA2_1_0
KU290959_SouthAfrica_Canis_lupus_familiaris	KU290959_South_Africa_Dog_HgA1a1a_18_0
KU290957_SouthAfrica_Canis_lupus_familiaris_isolate_791H	KU290957_South_Africa_Dog_HgA1d1a1_19_0
KU290955_SouthAfrica_Canis_lupus_familiaris_isolate_790H	KU290955_South_Africa_Dog_HgB1_8_0
KU290913_SouthAfrica_Canis_lupus_familiaris_isolate_694H	KU290913_South_Africa_Dog_HgB1_3_0
KU290911_SouthAfrica_Canis_lupus_familiaris	KU290911_South_Africa_Dog_HgA1a1c_1_0
KU290910_SouthAfrica_Canis_lupus_familiaris_isolate_692H	KU290910_South_Africa_Dog_HgC1_2_0
KU290906_SouthAfrica_Canis_lupus_familiaris_isolate_687H	KU290906_South_Africa_Dog_HgC2_1_0
KU290902_SouthAfrica_Canis_lupus_familiaris_isolate_684H	KU290902_South_Africa_Dog_HgC2_4_0
KU290900_SouthAfrica_Canis_lupus_familiaris	KU290900_South_Africa_Dog_HgA1a1b_9_0
KU290898_SouthAfrica_Canis_lupus_familiaris_isolate_682H	KU290898_South_Africa_Dog_HgC2_1_0
KU290896_SouthAfrica_Canis_lupus_familiaris_isolate_681H	KU290896_South_Africa_Dog_HgA1d1a_1_0
KU290894_Canis_lupus_familiaris_isolate_680H_mitochondrion_complete_genome.	KU290894_South_Africa_Dog_HgC1_12_0
KU290892_Gambia_Canis_lupus_familiaris_isolate_667H	KU290892_Gambia_Dog_HgB1_7_0
KU290890_Gambia_Canis_lupus_familiaris_isolate_666H	KU290890_Gambia_Dog_HgB1_8_0
KU290885_Malawi_Canis_lupus_familiaris	KU290885_Malawi_Dog_HgA1a1a_1_0
KU290884_Malawi_Canis_lupus_familiaris_isolate_655H	KU290884_Malawi_Dog_HgB1_41_0
KU290876_Honduras_Canis_lupus_familiaris	KU290876_Honduras_Dog_HgA1/A1c/A1e_0
KU290872_Honduras_Canis_lupus_familiaris_isolate_644H	KU290872_Honduras_Dog_HgA1d1a1_16_0
KU290868_Gambia_Canis_lupus_familiaris_isolate_639H	KU290868_Gambia_Dog_HgB1_4_0
KU290864_Gambia_Canis_lupus_familiaris_isolate_635H	KU290864_Gambia_Dog_HgB1_4_0
KU290838_Gambia_Canis_lupus_familiaris_isolate_609H	KU290838_Gambia_Dog_HgB1_7_0
KU290836_Gambia_Canis_lupus_familiaris_isolate_608H	KU290836_Gambia_Dog_HgB1_7_0
KU290779_-icaragua_Canis_lupus_familiaris_isolate_539H	KU290779_Nicaragua_Dog_HgA1f_2_0
KU290753_511H_Belize_Canis_lupus_familiaris	KU290753_Belize_Dog_HgA1a1d_1_0
KU290733_Mexico_4H_Canis_lupus_familiaris	KU290733_Mexico_Dog_HgA1a1a1_0
KU290709_Gambia_Canis_lupus_familiaris_isolate_469H	KU290709_Gambia_Dog_HgB1_7_0
KU290707_Gambia_Canis_lupus_familiaris_isolate_468H	KU290707_Gambia_Dog_HgA1d1a1_11_0
KU290699_Reunion_Canis_lupus_familiaris	KU290699_France-Reunion_Dog_HgA1a1_5_0
KU290587_Canis_lupus_familiaris_isolate_383H_mitochondrion_complete_genome.	KU290587_Suriname_Dog_HgC1_2_0
KU290569_Canis_lupus_familiaris_isolate_365H_mitochondrion_complete_genome.	KU290569_Paraguay_Dog_HgC1_7_0
KU290537_326H_Ecuador_Canis_lupus_familiaris	KU290537_Ecuador_Dog_HgA1a1b_1_0
KU290535_Tanzania_Canis_lupus_familiaris_isolate_324H5	KU290535_Tanzania_Dog_HgC2_1_0
KU290533_Tanzania_Canis_lupus_familiaris	KU290533_Tanzania_Dog_HgA1b_3_0
KU290469_Kenya_Canis_lupus_familiaris	KU290469_Kenya_Dog_HgA1a1a_1_0
KU290426_Grenada_Canis_lupus_familiaris_isolate_127H	KU290426_Grenada_Dog_HgA1d1a_7_0
KU290424_Grenada_Canis_lupus_familiaris_126H	KU290424_Grenada_Dog_HgA1a1a_5_0
KU290421_Grenada_Canis_lupus_familiaris_isolate_124H	KU290421_Grenada_Dog_HgA1d1a_5_0
KU290417_Kenya_Canis_lupus_familiaris	KU290417_Kenya_Dog_HgA1a1a_1_0
KU290400_-icaragua_Canis_lupus_familiaris_isolate_100H1	KU290400_Nicaragua_Dog_HgA1d1a1_6_0
KT448274.1_Canis_aureus_isolate_CAU_Israel_RKW1332	KT448274.1_Israel_C.AUREUS_Hg/_0
KF661096_Canis_latrans_mitochondrion_partial_genome.	KF661096_USA_C.LATRANS_HgABCEG-P_0
KF661084_Argentina_Canis_lupus_familiaris	KF661094_Cerro_Lutz_Argentina_HgA4a1b_1000
KF661037_Dingo_Canis_lupus_familiaris	KF661037_/_C.L.DINGO_HgA2a2a_0
KF661036_Canis_lupus_familiaris_Basenji	KF661036_/_Basenji_HgA1i1b1_0
JK2174_Hohle-Fels_Germany_WOLF_31364	JK2174_Hohle-Fels_Germany_WOLF_31364
JBG50	JBG50_Janey-B.-Goode_Illinois_HgA4_1200
JBG5	JBG5_Janey-B.-Goode_Illinois_HgA4_1200
JBG48	JBG48_Janey-B.-Goode_Illinois_HgA4_1200
JBG45	JBG45_Janey-B.-Goode_Illinois_HgA4_1200
JBG43	JBG43_Janey-B.-Goode_Illinois_HgA4_1200
JBG42	JBG42_Janey-B.-Goode_Illinois_HgA4_1200
JBG41	JBG41_Janey-B.-Goode_Illinois_HgA4_1200
JBG37	JBG37_Janey-B.-Goode_Illinois_HgA4_1200
JBG35	JBG35_Janey-B.-Goode_Illinois_HgA4_1200
JBG32	JBG32_Janey-B.-Goode_Illinois_HgA4_1200
JBG26	JBG26_Janey-B.-Goode_Illinois_HgA4_1200
JBG24	JBG24_Janey-B.-Goode_Illinois_HgA4_1200
JBG21	JBG21_Janey-B.-Goode_Illinois_HgA4_1200
JBG19	JBG19_Janey-B.-Goode_Illinois_HgA4_1200
JBG17	JBG17_Janey-B.-Goode_Illinois_HgA4a2_1200
JBG13	JBG13_Janey-B.-Goode_Illinois_HgA4a2_1200
JBG12	JBG12_Janey-B.-Goode_Illinois_HgA4_1200
JBG11	JBG11_Janey-B.-Goode_Illinois_HgA4_1200
JAL385_Smith-Gulch_Alaska_WOLF_37616	JAL385_Smith-Gulch_Alaska_WOLF_37616
H1_1636_IV_S90_dF3_minDP3_minMQ30	1636_Tepe_Hasanlu_Iran_HgD_4100
G4_767_VI_S7_dF3_minDP3_minMQ30	767_Isaccea_Roumanie_HgC_6600
G14_1712_XIX_S5_dF3_minDP3_minMQ30	1712_Can_Roqueta_Spain_HgA_/___3000
G12_W66_IV_S4_dF3_minDP3_minMQ30	cW66_Ammaia_Portugal_HgA_1859
G11_1902_III_S44_dF3_minDP3_minMQ30	1902_Schela_Cladovei_Roumanie_HgC_8800
G10_1860_V_S51_dF3_minDP3_minMQ30	1860_Techirghiol_Paloda_Roumanie_HgA_6975
G1_1635_V_S42_dF3_minDP3_minMQ30	1635_Tepe_Hasanlu_Iran_HgA_2875
FJ817359_Canis_lupus_familiaris	FJ817359_Sweden_Dog_Hg_0
F4_766_XVIII_S94_dF3_minDP3_minMQ30	766_Isaccea_Roumanie_HgD_6600
F3781_Russia_SiberianSea_100	F3781_East-Siberian-Sea-coast_Russia_HgA_100
F3_1855_IX_S96_dF3_minDP3_minMQ30	1855_Varasti_Roumanie_HgC_6600
F13_1908_IV_S95_dF3_minDP3_minMQ30	1908_Tepe_Hasanlu_Iran_HgC_3100
F11_1901_IV_S35_dF3_minDP3_minMQ30	1901_Schela_Cladovei_Roumanie_HgC_8800
F10_1859_X_S6_dF3_minDP3_minMQ30	1859_Techirghiol_Paloda_Roumanie_HgC_6975
F1_1634_XII_S33_dF3_minDP3_minMQ30	1634_Tepe_Hasanlu_Iran_HgA_2650
eWolf81_SY	eWolf81_SY_0
eWolf77_TR	eWolf77_TR_0
eWolf73_DK	eWolf73_DK_0
eWolf65_ES	eWolf65_ES_0
eWolf64_ES	eWolf64_ES_0
eWolf62_SE	eWolf62_SE_0
eWolf6_PT_Hg1	eWolf6_PT_Hg1_0
eWolf5_PT_Hg1	eWolf5_PT_Hg1_0
eWolf41_BG	eWolf41_BG_0
eWolf39_IR	eWolf39_IR_0
eWolf25_RU	eWolf25_RU_0
eWolf23_IL	eWolf23_IL_0
EU789755_Japan_Canis_lupus_familiaris	EU789755_Japan_Dog_HgA_0
EU789669_China_Canis_lupus_familiaris	EU789669_China_Dog_HgA_0
EU789664_Thailand_Canis_lupus_familiaris	EU789664_Thailand_Dog_HgA_0
EU789655_Canis_lupus_familiaris_isolate_D6_R33_mitochondrion_complete_genome.	EU789655_Spain_Galgo_HgD_0
EU789654_Canis_lupus_familiaris_isolate_D5_m98_mitochondrion_complete_genome.	EU789654_Turkey_Kangal_HgD_0
EU408293_Canis_lupus_familiaris_isolate_PitBullTerrier1M_mitochondrion_complete_	EU408293_/_PitBulTer_HgC8a.1_0
EU408288_Canis_lupus_familiaris_isolate_-orwegianElkhound1P_mitochondrion_comple	EU408288_/_NorElk_HgD1a.1_0
EU408279_Canis_lupus_familiaris_isolate_Havanese3P_mitochondrion_complete_genome	EU408279_USA_Hav_HgC3a.2_0
EU408267_Canis_lupus_familiaris_isolate_CockerSpaniel3P_mitochondrion_complete_g	EU408267_/_CocSpa_HgC3_0
EU408262_Canis_lupus_familiaris_Chihuahua	EU408262_/_Chi_HgA98.1_0
eDog_WSS_UK_HgA1a1a	eDog_WSS_UK_HgA1a1a_0
eDog_WHWT_SE_HgA1b2b	eDog_WHWT_SE_HgA1b2b_0
eDog_u6_UA_HgA1b2a1a1	eDog_u6_UA_HgA1b2a1a1_0
eDog_u16_UA_HgA1b1a1	eDog_u16_UA_HgA1b1a1_0
eDog_stp86_RU_HgA1b4	eDog_stp86_RU_HgA1b4_0
eDog_stp82_RU_HgB1a1e	eDog_stp82_RU_HgB1a1e_0
eDog_stp77_RU_HgA4a	eDog_stp77_RU_HgA4a_0
eDog_stp75_RU_HgC2a3	eDog_stp75_RU_HgC2a3_0
eDog_SS_UK_HgB1a1a	eDog_SS_UK_HgB1a1a_0
eDog_SS_DE_HgB1a1h	eDog_SS_DE_HgB1a1h_0
eDog_PT46-RA_PT_HgB	eDog_PT46-RA_PT_HgB_0
eDog_PT45-RA_PT_HgC	eDog_PT45-RA_PT_HgC_0
eDog_PT44-RA_PT_HgD	eDog_PT44-RA_PT_HgD_0
eDog_PT42-RA_PT_HgC	eDog_PT42-RA_PT_HgC_0
eDog_PT25-PWD_PT_HgA	eDog_PT25-PWD_PT_HgA_0
eDog_PT24-EMD_PT_HgA	eDog_PT24-EMD_PT_HgA_0
eDog_PT23-PWD_PT_HgB	eDog_PT23-PWD_PT_HgB_0
eDog_PT22-PWD_PT_HgA	eDog_PT22-PWD_PT_HgA_0
eDog_PT18-EMD_PT_HgC	eDog_PT18-EMD_PT_HgC_0
eDog_pluno_PL_HgA1a1e1	eDog_pluno_PL_HgA1a1e1_0
eDog_pl96_PL_HgB1a1c	eDog_pl96_PL_HgB1a1c_0
eDog_pl88_PL_HgB1a1k	eDog_pl88_PL_HgB1a1k_0
eDog_pl70_PL_HgB1a1i	eDog_pl70_PL_HgB1a1i_0
eDog_pl69_PL_HgA2a1a	eDog_pl69_PL_HgA2a1a_0
eDog_pl6_PL_HgC1a1a	eDog_pl6_PL_HgC1a1a_0
eDog_pl57_PL_HgB1a1f1b	eDog_pl57_PL_HgB1a1f1b_0
eDog_pl54_PL_HgB1a1d	eDog_pl54_PL_HgB1a1d_0
eDog_pl44_PL_HgC1a4	eDog_pl44_PL_HgC1a4_0
eDog_pl43_PL_HgC1a2a	eDog_pl43_PL_HgC1a2a_0
eDog_pl32_PL_HgC2a1a	eDog_pl32_PL_HgC2a1a_0
eDog_pl25_PL_HgA1a1b1b	eDog_pl25_PL_HgA1a1b1b_0
eDog_LYEP9_PT	eDog_LYEP9_PT_0
eDog_Jamthund2_SE_HgD	eDog_Jamthund2_SE_HgD_0
eDog_Jamthund_SE_HgD2a	eDog_Jamthund_SE_HgD2a_0
eDog_ISCWT_UK_HgA1a1d	eDog_ISCWT_UK_HgA1a1d_0
eDog_IS2_UK_HgA1b3b1	eDog_IS2_UK_HgA1b3b1_0
eDog_IS1_SE_HgA1b3a1	eDog_IS1_SE_HgA1b3a1_0
eDog_Husky_SE_HgA1b	eDog_Husky_SE_HgA1b_0
eDog_GS_SE_HgC	eDog_GS_SE_HgC_0
eDog_ESS_UK_HgA1a1c	eDog_ESS_UK_HgA1a1c_0
eDog_Elkhound_SE_HgC	eDog_Elkhound_SE_HgC_0
eDog_D8_D14_Scandinavia_HgD2a1	eDog_D8_D14_Scandinavia_HgD2a1_0
eDog_D6_ES/PT_HgD1a	eDog_D6_ES/PT_HgD1a_0
eDog_D5_m98_TR_HgD1	eDog_D5_m98_TR_HgD1_0
eDog_CS_SE_HgA1a	eDog_CS_SE_HgA1a_0
eDog_C3_D13_Scandinavia_HgC2a2a	eDog_C3_D13_Scandinavia_HgC2a2a_0
eDog_Be53_1_BE_HgC2a5	eDog_Be53_1_BE_HgC2a5_0
eDog_Be47_11_BE_HgB1a1p	eDog_Be47_11_BE_HgB1a1p_0
eDog_Be47_1_BE_HgB1a1m	eDog_Be47_1_BE_HgB1a1m_0
eDog_Be46_1_BE_HgB1a1o	eDog_Be46_1_BE_HgB1a1o_0
eDog_Be44_1_BE_HgB1a1n	eDog_Be44_1_BE_HgB1a1n_0
eDog_B1_m510_UK_HgB1a1b	eDog_B1_m510_UK_HgB1a1b_0
eDog_B1_m48_IR_HgB1a1j	eDog_B1_m48_IR_HgB1a1j_0
eDog_Afr21-SG_MA_HgA	eDog_Afr21-SG_MA_HgA_0
eDog_Afr20-SG_MA_HgA	eDog_Afr20-SG_MA_HgA_0
eDog_Afr19-SG_MA_HgD	eDog_Afr19-SG_MA_HgD_0
eDog_Afr17-Aidi_MA_HgA	eDog_Afr17-Aidi_MA_HgA_0
eDog_Afr16-Aidi_MA_HgD	eDog_Afr16-Aidi_MA_HgD_0
eDog_Afr14-Aidi_MA_HgA	eDog_Afr14-Aidi_MA_HgA_0
eDog_Afr13-Aidi_MA_HgA	eDog_Afr13-Aidi_MA_HgA_0
eDog_A34_ES_HgA	eDog_A34_ES_HgA_0
eDog_A16_R108_UK_HgA1b1a2	eDog_A16_R108_UK_HgA1b1a2_0
eDog_A11_m54_IR_HgA1a1	eDog_A11_m54_IR_HgA1a1_0
eDog_A1_R105_UK_HgA1b2a2b	eDog_A1_R105_UK_HgA1b2a2b_0
E6_1904_VIII_S17_dF3_minDP3_minMQ30	1904_Camprafaud_France_HgI_6750
E5_1575_III_S89_dF3_minDP3_minMQ30	1575_Isaccea_Roumanie_HgD_6600
E15_1914_III_S75_dF3_minDP3_minMQ30	1914_Tepe_Sang_e_Chakhmaq_E_Iran_HgD_7400
E13_1909_II_S48_dF3_minDP3_minMQ30	1909_Tepe_Hasanlu_Iran_HgG_2650
E10_1858_XIV_S36_dF3_minDP3_minMQ30	1858_Techirghiol_Paloda_Roumanie_HgC_6975
E-A|LR742875|LR742875.1_Canis_lupus_familiaris_TRF.07.03_DMP	LR742875.1_Double-Mer-Point_Canada_HgA4-5-_A4-_A4a2_200
E-A|LR742869|LR742869.1_Canis_lupus_familiaris_SGFQ-1.H9-1	LR742869.1_Haa-Island-Hayes-Fjord_Canada_HgA2a_350
E-A|LR742867|LR742867.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_RBJR-1.642.56	LR742867.1_McKinley-Bay_Canada_HgA2a_650
E-A|LR742863|LR742863.1_Canis_lupus_familiaris_OATI-1.H1R	LR742863.1_McKinley-Bay_Canada_HgA2a_345
E-A|LR742862|LR742862.1_Canis_lupus_familiaris_OATI-1.F2-M1	LR742862.1_McKinley-Bay_Canada_HgA2b_345
E-A|LR742861|LR742861.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_-IHF-4.PLM	LR742861.1_Tikilik_Canada_HgA2a_650
E-A|LR742859|LR742859.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_-IHF-4.132C	LR742859.1_Tikilik_Canada_HgA2a_650
E-A|LR742858|LR742858.1_Canis_lupus_familiaris_-IHF-4.9BSMb	LR742858.1_Tikilik_Canada_HgA2a_1000
E-A|LR742857|LR742857.1_Canis_lupus_familiaris_-IHF-4.1C	LR742857.1_Tikilik_Canada_HgA1b_650
E-A|LR742856|LR742856.1_Canis_lupus_-HT--1.2048H	LR742856.1_Gutchiak_Canada_HgA1b_175
E-A|LR742855|LR742855.1_Canis_lupus_familiaris_-HT--1.2036Ha	LR742855.1_Gutchiak_Canada_HgA2a_175
E-A|LR742854|LR742854.1_Canis_lupus_familiaris_-CPF-1.8-20	LR742854.1_Nuvuk_Canada_HgA1-2-3-4-5-6_700
E-A|LR742851|LR742851.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KKJG-1.H8-M1	LR742851.1_Silumiut-Island-_Canada_HgA2a_425
E-A|LR742850|LR742850.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KKDO-2270	LR742850.1_Peale-Point_Canada_HgA2a_675
E-A|LR742849|LR742849.1_Canis_lupus_familiaris_KEDQ-2.M1	LR742849.1_Talaguak_Canada_HgA2a_700
E-A|LR742847|LR742847.1_Canis_lupus_familiaris_HJCL-9.14	LR742847.1_Uivak-Point-1_Canada_HgA2a_150
E-A|LR742846|LR742846.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_HJCL-9.07	LR742846.1_Uivak-Point-1_Canada_Hg/_150
E-A|LR742842|LR742842.1_Canis_lupus_familiaris_TRF.01.41_Hvidovre_AD1945	LR742842.1_Hvidovre_Danemark_HgA1a1g_5
E-A|LR742841|LR742841.1_W_Greenland_67941_Canis_lupus_familiaris	LR742841.1_Qeqertarssuatsiaq_Greenland_HgA1a1_32
E-A|LR742840|LR742840.1_Canis_lupus_familiaris_W_Greenland_32987	LR742840.1_Uummannaq_Greenland_HgA4-5-_A4-_A4a2_24
E-A|LR742839|LR742839.1_Canis_lupus_familiaris_TRF.02.47_Uummannaq_GL_1926AD	LR742839.1_Uummannaq_Greenland_HgA4-5-_A4-_A4a2_24
E-A|LR742838|LR742838.1_Canis_lupus_familiaris_TRF.02.41_West_GL_AD1980	LR742838.1_Uummannaq_Greenland_HgA1a1g_0
E-A|LR742837|LR742837.1_Canis_lupus_familiaris_TRF.02.40_West_GL_AD1962	LR742837.1_Western_Greenland_Greenland_HgA1a3d_0
E-A|LR742836|LR742836.1_Canis_lupus_familiaris_TRF.02.38_Tasiilaq_GL_AD1932	LR742836.1_Tasiilak_Greenland_HgA2a2_18
E-A|LR742835|LR742835.1_Canis_lupus_familiaris_TRF.02.37_Tasiilaq_GL_AD1911	LR742835.1_Tasiilak_Greenland_HgA2a2_39
E-A|LR742833|LR742833.1_Canis_lupus_familiaris_TRF.02.04_-uuk_GL_1892AD	LR742833.1_Tasiilak_Greenland_Hg_/
E-A|LR742832|LR742832.1_Canis_lupus_familiaris_TRF.01.58_Siorapaluk_Greenland_AD1977	LR742832.1_Siorapaluk_Greenland_HgA4-5_0
E-A|LR742831|LR742831.1_Canis_lupus_familiaris_TRF.01.57_Siorapaluk_Greenland_AD1977	LR742831.1_Siorapaluk_Greenland_HgA4-5-_A4-_A4a2_0
E-A|LR742830|LR742830.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.56_Siorapaluk_Greenland_AD1977	LR742830.1_Siorapaluk_Greenland_HgA4-5-_A4-_A4a2_0
E-A|LR742829|LR742829.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.55_Siorapaluk_Greenland_AD1977	LR742829.1_Siorapaluk_Greenland_HgA1a3d_0
E-A|LR742828|LR742828.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.54_Siorapaluk_Greenland_AD1977	LR742828.1_Siorapaluk_Greenland_HgA4-5-_A4-_A4a2_0
E-A|LR742827|LR742827.1_Canis_lupus_familiaris_TRF.01.49_East_GL_AD1885	LR742827.1_East-Greenland_Greenland_HgA1a1g_65
E-A|LR742826|LR742826.1_Canis_lupus_familiaris_TRF.01.46_SaundersIsland_GL_AD1903	LR742826.1_Saunders-Island_Greenland_HgA1a1g_47
E-A|LR742824|LR742824.1_Canis_lupus_familiaris_TRF.01.42_Scorsbysund_Greenland_AD1927	LR742824.1_Scorsbysund_Greenland_HgA1a1g_23
E-A|LR742823|LR742823.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.35_Siorapaluk_Qaanaaq_GL_AD1977	LR742823.1_Siorapaluk_Greenland_HgA4-5-_A4-_A4a2_0
E-A|LR742819|LR742819.1_Canis_lupus_familiaris_TRF.01.07_Monumentet_GL_AD1985	LR742819.1_Monumentet_Greenland_HgA4-5-_A4-_A4a2_0
E-A|LR742818|LR742818.1_Canis_lupus_familiaris_TRF.01.06_HeklaHavn_GL_AD1895	LR742818.1_Hekla-Havn_Greenland_HgA4-5-_A4-_A4a2_55
E-A|LR742817|LR742817.1_Canis_lupus_familiaris_TRF.01.05_HeklaHavn_GL_AD1895	LR742817.1_Hekla-Havn_Greenland_HgA4-5-_A4-_A4a2_55
E-A|LR742816|LR742816.1_Canis_lupus_familiaris_TRF.01.04_HeklaHavn_GL_AD1895	LR742816.1_Hekla-Havn_Greenland_HgA4-5-_A4-_A4a2_55
E-A|LR742813|LR742813.1_Canis_lupus_familiaris_P91/2013KMG-GeoSociety-M4a	LR742813.1_Geographical-Society-Island_Greenland_HgA2a_300
E-A|LR742812|LR742812.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_-_Greenland_31867	LR742812.1_North-Star-Bay_Greenland_HgA4-5-_A4-_A4a2_41
E-A|LR742811|LR742811.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_K-K2644X1120	LR742811.1_Iita_Greenland_HgA2a_95
E-A|LR742810|LR742810.1_Canis_lupus_familiaris_K-K2644X1119	LR742810.1_Iita_Greenland_HgA2b_95
E-A|LR742809|LR742809.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_K-K2643X1839	LR742809.1_Iita_Greenland_HgA2b_45
E-A|LR742807|LR742807.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_K-K492X33	LR742807.1_Qaqaitsut-West_Greenland_HgA2a_592
E-A|LR742805|LR742805.1_Canis_lupus_familiaris_E_Greenland_35561	LR742805.1_Tasiilak_Greenland_HgA2a2_18
E-A|LR742804|LR742804.1_Canis_lupus_familiaris_E_Greenland_32179	LR742804.1_Tasiilak_Greenland_HgA2a2_39
